"train_SR","valid_SR","test_SR","portsN","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
0.535330138869586,0.237754572716254,0.481158855688383,5,0,0,0,0,0,0.578616848722063,0,0,0.459123931789489,0,0,0,0,0,0,0,0,0,0,-1.28601446013621,0,0,0,0,0,0.361485261898106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886788417726552,0,0,0
0.540739272199642,0.237371756516331,0.482582549183863,6,0,0,0,0,0,0.583452816200175,0,0,0.450789599302909,0,0,0,0,0,0,0,0,0,0,-1.31726520750718,0,0,0,0,0,0.399925102561834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173608400631469,0,0,0,0.865736849379116,0,0,0
0.542171081592564,0.237491981722939,0.48296814830997,7,0,0,0,0,0,0.583733142846755,0,0,0.447658826822902,0.00331087406291844,0,0,0,0,0,0,0,0,0,-1.32534896820605,0,0,0,0,0,0.408852651516307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219349507789821,0,0,0,0.859858522178188,0,0,0
0.542731096379418,0.237264496741905,0.483155727347692,8,0,0,0,0,0.00245576289853434,0.582862759256105,0,0,0.445933347545081,0.00424211259723967,0,0,0,0,0,0,0,0,0,-1.32829732843081,0,0,0,0,0,0.411388149239479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235530075534318,0,0,0,0.857862189340941,0,0,0
0.548230424951943,0.237186915461038,0.48550283958311,9,0,0,0,-0.0200105975033303,0.0193364649851337,0.585337561108075,0,0,0.439845943406721,0.010048755635276,0,0,0,0,0,0,0,0,0,-1.33479032819228,0,0,0,0,0,0.425535365543672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315279936476371,0,0,0,0.843168841369091,0,0,0
0.54829462438168,0.237198661448736,0.485525145633616,10,0,0,0,-0.0201263837998673,0.0194919822613339,0.585375363131684,0,0,0.43980754856457,0.0100929084719036,0,0,0,0,0,0,0,0,-0.000211602546053875,-1.33479181135874,0,0,0,0,0,0.425687528716756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316025864917623,0,0,0,0.843071880066649,0,0,0
0.585664081255454,0.24345326068564,0.493427185992732,11,0,0,0,-0.0852162634819301,0.106480104634584,0.600852663619595,0,0,0.420628944533197,0.0324954275958293,0,0,0,0,0,0,0,0,-0.126056006041051,-1.35020959243308,0,0,0,0,0,0.488114464817347,0,0,0,0.052954856516654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717186313666419,0,0,0,0.788236768872209,0,0,0
0.630038618386324,0.265972221857751,0.49813019736715,12,0,0,0,-0.122900080993132,0.167407144195461,0.610618553346867,0,0,0.399196252832197,0.0606014615210691,0,0,0,0,0,0,0,0,-0.206595716704383,-1.31399193536166,0,0,0,-0.162792871122537,0,0.573490288696803,0,0,0,0.13397170493854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120095981255017,0,0,0,0.740899217395752,0,0,0
0.656945902635604,0.277779953863814,0.500650757232974,13,0,0,-0.0422480244932381,-0.138207067467455,0.215770267705629,0.620702666762494,0,0,0.395442930007503,0.0742942154077539,0,0,0,0,0,0,0,0,-0.253038039503844,-1.28608739487707,0,0,0,-0.24974339935358,0,0.617326938205826,0,0,0,0.183776993651005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141067810400054,0,0,0,0.720942103554921,0,0,0
0.682660148873628,0.288741098260722,0.499910231442835,14,0,0,-0.0846191988794713,-0.147761131228226,0.25083646991072,0.628856374627178,0,0,0.392757020515037,0.0813657897467027,0,0,0,0,0,0,0,0,-0.291223584414495,-1.25270758589604,0,0,0,-0.311116134030241,0,0.684687156305943,0,0,0,0.227487292769163,0,0,0,0,0,-0.0548983069285078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166544976211574,0,0,0,0.709790861290666,0,0,0
0.686670900589856,0.289902444740334,0.499433554927326,15,0,0,-0.0891001853367249,-0.148629613893212,0.255688967558989,0.630352265765423,0,0,0.393121000012752,0.082128571492399,0,0,0,0,0,0,0,-0.0115506520990459,-0.295100893509578,-1.24721090235884,0,0,0,-0.317484907733818,0,0.696238723322892,0,0,0,0.23280765300039,0,0,0,0,0,-0.0608143033799348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171178967121855,0,0,0,0.70837531003645,0,0,0
0.708710350893883,0.294913157414713,0.497289831744634,16,0,0,-0.113156174919037,-0.152638477794684,0.280728411794925,0.634364198973331,0,0,0.396121088198044,0.0832457257044515,0,0,0,0,0,0,0,-0.0746371551249127,-0.315308515295023,-1.21573724539626,0,0,0,-0.358193322364397,0,0.743665419708404,0.0362280664796246,0,0,0.255108561537037,0,0,0,0,0,-0.0944466586510872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196390878888325,0,0,0,0.698265198261263,0,0,0
0.736011355040606,0.292627235660478,0.496728870508779,17,0,0,-0.141381145186698,-0.160039800608947,0.299360332366649,0.627612017623402,0,0,0.387614000823492,0.0841417404385585,0,0,0,0,0,0,0,-0.133801518278566,-0.325977176567418,-1.1694114104093,0,0,0,-0.378467045663932,0,0.794293535962344,0.0967875595217062,0,0,0.288692797669241,0,0,0,0,0,-0.117327820117537,0,0,0,0,0,0,0,0,0,0,0,-0.0676457968956167,0,0,0,0,0,0,0,0,0.22702732462523,0,0,0,0.688522404697388,0,0,0
0.799249146538485,0.285008227812023,0.473975809856019,18,0,0,-0.188931011589898,-0.148157963410472,0.35541389456308,0.586412364405631,0,0,0.359090829632268,0.10630503086876,0,0,0,0,0,0,-0.176218743837055,-0.245000309976038,-0.316615675169459,-1.02164392107262,0,0,0,-0.408965292166704,0,0.932583929500236,0.213517041065178,0,0,0.378541798604636,0,0,0,0,0,-0.15342527560127,0,0,0,0,0,0,0,0,0,0,0,-0.222849248346772,0,0,0,0,0,0,0,0,0.293174296501036,0,0,0,0.656768256029461,0,0,0
0.806033090982981,0.283797076662579,0.471005411990787,19,0,0,-0.195238138364053,-0.146590525797664,0.359143657341278,0.577994972729479,0.0162913604577291,0,0.354271328860721,0.10722872968336,0,0,0,0,0,0,-0.198120479274445,-0.257195214184554,-0.313316580938777,-1.00620040897969,0,0,0,-0.41176261566922,0,0.945617186630171,0.224681724090912,0,0,0.387192961703328,0,0,0,0,0,-0.15573405924259,0,0,0,0,0,0,0,0,0,0,0,-0.241072508842989,0,0,0,0,0,0,0,0,0.299410032619165,0,0,0,0.653398577177842,0,0,0
0.815840729097722,0.282250845949144,0.466757353451338,20,0,0,-0.205820900438024,-0.146364932084718,0.363758745261527,0.565781144840181,0.0393268202525962,0,0.349158717979506,0.105676419475336,0.0146606113017347,0,0,0,0,0,-0.227921866211444,-0.274356956388591,-0.309573085456033,-0.985538045523094,0,0,0,-0.418436353226588,0,0.956268603398183,0.241864926375016,0,0,0.399502825249322,0,0,0,0,0,-0.158082719729496,0,0,0,0,0,0,0,0,0,0,0,-0.267224659746134,0,0,0,0,0,0,0,0,0.308906535944644,0,0,0,0.648414168726075,0,0,0
0.832727977282557,0.276746273518202,0.458411521303368,21,0,0,-0.22003576371941,-0.142222314409929,0.370785638780969,0.537824196487493,0.0809675443592397,0,0.337551367408849,0.101729105726983,0.0381280264767892,0,0,0,0,0,-0.276366637671806,-0.308006091160459,-0.303168379191869,-0.942281187522052,0,0,0,-0.427861317536647,0,0.95455633301376,0.259848555014674,0,0,0.410415555141104,0,0,0,0,0,-0.163613148458165,0,0,0,0,0,0.0610947345898283,0,0,0,0,0,-0.317065089382269,0,0,0,0,0,0,0,0,0.314962904077047,0,0,0,0.63275596797587,0,0,0
0.842852761101554,0.273981514449399,0.454844316445457,22,0,0,-0.22542014157472,-0.13828779480008,0.37641108887528,0.527528332229718,0.106171569460164,-0.0218633875321865,0.333464083068801,0.100512229396996,0.0512974671196212,0,0,0,0,0,-0.306089881516867,-0.32459253177662,-0.299675186232267,-0.912437679169061,0,0,0,-0.430164903080178,0,0.953084999399366,0.26999422691134,0,0,0.417811596270737,0,0,0,0,0,-0.167861066798555,0,0,0,0,0,0.093817849108465,0,0,0,0,0,-0.34333235310434,0,0,0,0,0,0,0,0,0.317486073469982,0,0,0,0.622145410274405,0,0,0
0.847939022411903,0.272265073820641,0.452181562606182,23,0,0,-0.226399404691427,-0.135812821013332,0.378347580979478,0.52091567733467,0.11650933161069,-0.0289599910352465,0.330174011725784,0.100540196384989,0.0562226409464117,0,0,0,0,0,-0.320207312952212,-0.330263137927047,-0.295204448936825,-0.898474472054665,0,0,0,-0.431713940344279,0,0.949928828487542,0.276813206950167,0,0,0.422010426618236,0,0,0,0,0,-0.173875162000162,0,0,0,0,0,0.104616333463959,0,0,0,0,0,-0.358545383545344,0,0,0,0.0118399952470605,0,0,0,0,0.316489884511696,0,0,0,0.615047960239857,0,0,0
0.852298502267231,0.27170663422191,0.450775765501123,24,0,0,-0.227261019733307,-0.132830326653642,0.376782032521162,0.51531533715918,0.124861600143318,-0.0348004048635136,0.327095450616609,0.0996845806760607,0.059207644050594,0,0,0,0,0,-0.332022049169821,-0.335517261152288,-0.291789365314655,-0.886253103763955,0,0.0157571439877901,0,-0.434263552077413,0,0.945214123923405,0.281224572159853,0,0,0.423540757457445,0,0,0,0,0,-0.17940669392273,0,0,0,0,0,0.109510896378478,0,0,0,0,0,-0.369254108144712,0,0,0,0.0205954356636274,0,0,0,0,0.315100985411609,0,0,0,0.609507324646906,0,0,0
0.891854385055476,0.265753105368595,0.438199709846525,25,0,0,-0.231162654515852,-0.0984088234868892,0.351225150420661,0.455952154973199,0.207823254030362,-0.0874088710919029,0.29269007872686,0.0940913243710645,0.0855425246731055,0,0,0,0,0,-0.441956354257503,-0.387093120813066,-0.251571511006151,-0.748806627554264,0,0.173714279193728,0,-0.453674920953649,0,0.903687790933152,0.341977145987565,0,0,0.441583165118378,0,-0.0792388770475346,0,0,0,-0.229605112534466,0,0,0,0,0,0.145147974322732,0,0,0,0,0,-0.440690641924682,0,0,0,0.108178452773001,0,0,0,0,0.298179158976706,0,0,0,0.549825060685446,0,0,0
0.895986974750223,0.264426868567942,0.437029473217149,26,0,0,-0.231131561364088,-0.0937924370108487,0.347672912784856,0.447421322614302,0.21807886664485,-0.0938199229872585,0.287357028835869,0.0936681061239468,0.0890412033853128,0,0,0,0,0,-0.453473474801739,-0.391627260825366,-0.245660194440929,-0.729446739631253,0,0.191719820965787,0,-0.455585552653644,0,0.896297170047186,0.348449534623704,0,0,0.441525798417928,0,-0.0893132799665567,0,0,0,-0.234870314793083,0,0,0,0,0,0.146854607237041,0,0,0,0,0,-0.448198952543849,0,0,0,0.117442927026999,0,0,0,0,0.293036246905597,0.00934994826338635,0,0,0.53900419714185,0,0,0
