"train_SR","test_SR","portsN","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
0.378346618866125,0.437629187330699,5,0,0,0,0,0,0.429047999588296,0,0,0.659159833006753,0.227951618400004,0,0,0,0,0,0,0,0,0,-0.719442223672954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403282772677902,0,0,0
0.379141951476651,0.438601973659176,6,0,0,0,0,0,0.429940700057836,0,0,0.658188116610764,0.228523427215365,0,0,0,0,0,0,0,0,0,-0.723419286009497,0,0,0,0,0,0.00337939849438379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403387643631149,0,0,0
0.425146659252152,0.476670452275689,7,0,0,0,0,0,0.479320553171431,0,0,0.627873392600107,0.256607675754495,0,0,0,0,0,0,0,0,0,-0.765751138395621,0,0,0,-0.19043707901547,0,0.170532085134144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421854510750914,0,0,0
0.444982507552477,0.489832111167497,8,0,0,0,0,0,0.499218855587604,0,0,0.612480950694477,0.265627851886204,0,0,0,0,0,0,0,0,0,-0.778867530534683,0,0,0,-0.275723588359687,0,0.231235503640147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281448831241055,0,0,0,0.417883073961832,0,0,0
0.475857187997002,0.507656662704991,9,0,0,0,0,0,0.525270371157373,0,0,0.578888386592498,0.278627210621591,0,0,0,0,0,0,0,0,0,-0.784744230003631,0,0,0,-0.413201637959436,0,0.313201893941016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530208898307075,0,0,0,0.39610318711173,0.0528339287081525,0,0
0.479570080744511,0.509767354959131,10,0,0,0,-0.00630671138619819,0,0.530081412610898,0,0,0.576803660440202,0.280648444470015,0,0,0,0,0,0,0,0,0,-0.783525205662515,0,0,0,-0.426159557220166,0,0.321952769668191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553703007242152,0,0,0,0.393044862304311,0.0580900240510472,0,0
0.496534354750849,0.516498211356254,11,0,0,0,-0.0316459139878926,0,0.548256165045462,0,0,0.566706256491521,0.286683844179545,0,0,0,0,0,0,0,0,0,-0.78414594266902,0,0,0,-0.48839687872512,0,0.345192334885233,0,0,0,0.034306308252673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653373061618331,0,0,0,0.378753920409879,0.0789525999558879,0,0
0.507444257919793,0.518806086524163,12,0,0,0,-0.0439235950740381,0,0.56269088534273,0,0,0.56356999335799,0.290932695098479,0,0,0,0,0,0,0,0,-0.0239766351651532,-0.782183843778009,0,0,0,-0.516723779030169,0,0.360618728719981,0,0,0,0.0552399670405482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732095552994658,0,0,0,0.371750838383831,0.0887951898043435,0,0
0.52534285787835,0.521515686097624,13,0,0,0,-0.0623888550777852,0,0.582648566222547,0,0,0.558319143047586,0.296381623327282,0,0,0,0,0,0,0,0,-0.0596825283942038,-0.774995879569564,0,0,0,-0.553967249779132,0,0.389105041354865,0,0,0,0.0906941518780765,0,0,0,0,0,-0.0226360567922661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864720019166493,0,0,0,0.360817713842783,0.109232328023163,0,0
0.581588790534487,0.522775235547869,14,0,0,-0.100220145537937,-0.10421941593065,0,0.666993881564338,0,0,0.556422342692538,0.3162437001001,0,0,0,0,0,0,0,0,-0.171657512143743,-0.731762069558498,0,0,0,-0.656134437778943,0,0.486953378836503,0,0,0,0.21485043943018,0,0,0,0,0,-0.10771414311269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126903306451794,0,0,0,0.332634491065609,0.170706183921398,0,0
0.582440172007675,0.522647895568077,15,0,0,-0.101859937651597,-0.104765648518932,0,0.668209720499031,0,0,0.556317809874628,0.316610444144833,0,0,0,0,0,0,0,0,-0.173580741382466,-0.731098175908333,0,0,0,-0.657854645256759,0,0.488042386021625,0,0,0,0.216766882833008,0,0,0,0,0.0017078818750877,-0.109414052723964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127106557482408,0,0,0,0.332333378865447,0.171478139845983,0,0
0.613642760134966,0.516953943986635,16,0,0,-0.167276976202293,-0.130634568730666,0,0.707529115766909,0,0,0.542679915346995,0.323403556354059,0,0,0,0,0.0523598935854515,0,0,0,-0.246386373134127,-0.703040958999841,0,0,0,-0.735808307950974,0,0.524970582529956,0,0,0,0.286670710085394,0,0,0,0,0.0603487049542112,-0.175261724449823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137812840429681,0,0,0,0.319944850546837,0.20268873986823,0,0
0.617927346660806,0.513398294784645,17,0,0,-0.172570963136296,-0.129937709339902,0,0.709186762299097,0,0,0.541220948032531,0.326119230323357,0,0,0,0,0.0585889825366884,0,-0.0260478652334754,0,-0.250611833162226,-0.69540184221495,0,0,0,-0.74076342733669,0,0.532642055289784,0,0,0,0.297057520551805,0,0,0,0,0.0675077637187885,-0.181779236797117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139603271590976,0,0,0,0.319115407593442,0.206070935284189,0,0
0.630109140626823,0.503530283631985,18,0,0,-0.185667723118245,-0.128542289625241,0,0.718075336589483,0,0,0.539319310108325,0.333619425119495,0,0,0,0,0.0785946252418863,0,-0.0783791330995231,-0.0444714183791048,-0.258622067768996,-0.675653094508953,0,0,0,-0.752020749094432,0,0.555947794671523,0,0,0,0.324530505624401,0,0,0,0,0.0890072824561135,-0.19454999457989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147068127570051,0,0,0,0.317836084059141,0.213907978733966,0,0
0.630523826570722,0.503168011098658,19,0,0,-0.186072473820392,-0.128458911242133,0,0.718296756308092,0,0,0.539259899775433,0.333865173755255,0,0,0,0,0.0793439230779745,0,-0.0801440408356828,-0.0460624170446612,-0.258910767790938,-0.674954208129898,0,0,0,-0.752354401183183,0,0.556590770532178,0,0,0,0.325454699193966,0,0,0,0,0.0896536198370843,-0.195085845464365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000765035572531518,0,0.147185448103071,0,0,0,0.317645728324171,0.213982011031496,0,0
0.637213278849085,0.49973179895335,20,0,0,-0.192269446661438,-0.124913837876509,0,0.715008957466307,0,0,0.535556886611798,0.336870630634163,0,0,0,0,0.088793979801219,0,-0.108006439136941,-0.0711379930015024,-0.263799290021132,-0.663434870099702,0,0.0328541976973299,0,-0.758189265146012,0,0.558886610671128,0,0,0,0.33434059439956,0,0,0,0,0.0972689246007491,-0.203582066212804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101715280231564,0,0.14800193172023,0,0,0,0.314967134179981,0.212611832350419,0,0
0.645595623814936,0.498738859587453,21,0,0,-0.198125165519511,-0.118737111912325,0,0.707056900050282,0,0,0.52697429152204,0.339251462326629,0,0,0,0,0.0999796222769717,0,-0.136085439984722,-0.0987537408429129,-0.266645713804608,-0.639780524890908,0,0.0728555412220878,0,-0.753918272892036,0,0.56308352380433,0,0,0,0.347446612656555,0,-0.0370658276111928,0,0,0.108155298364774,-0.208545955019938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222715028264086,0,0.14728384263201,0,0,0,0.31293462602113,0.210364528774936,0,0
0.656854871819485,0.498676709508998,22,0,0,-0.205238719503912,-0.107220895856934,0,0.696924587859155,0,0,0.514116086952406,0.343415772394294,0,0,0,0,0.118337238742822,-0.0196022660570174,-0.174367195636837,-0.137501252021994,-0.269119671419251,-0.603352227096723,0,0.130883977956437,0,-0.746398107099656,0,0.568475703695079,0,0,0,0.368574531344283,0,-0.0843914526725426,0,0,0.121716550745054,-0.215636918057556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372242352186602,0,0.146535565608922,0,0,0,0.309867625267726,0.206756829637584,0,0
0.6588966428503,0.498458435264845,23,0,0,-0.206774708348077,-0.105042609213997,0,0.694914466534534,0,0,0.511904829473333,0.344082562352077,0,0,0,0,0.121921091816707,-0.0231563079158313,-0.182004347978125,-0.144998018657538,-0.269518895607097,-0.596279650211602,0,0.141763460211155,0,-0.745074214137724,0,0.568939665530352,0,0,0,0.372428261656262,0,-0.0935981759298957,0,0,0.124347071201013,-0.217173081840658,0,0,0,0,0.00219225894891187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398468341395743,0,0.146088428044983,0,0,0,0.309168772940413,0.206022306991231,0,0
0.659690100347995,0.49849941063772,24,0,0,-0.207491161151653,-0.104125619571113,0,0.693349350728087,0.00349716374468304,0,0.510523696897664,0.343896839296027,0,0,0,0,0.12272917100703,-0.0245163553099593,-0.184770799700163,-0.147826334022769,-0.269325779598891,-0.594266656810026,0,0.145416239573764,0,-0.744398361726114,0,0.569258881828754,0,0,0,0.373148833053985,0,-0.0967875231376634,0,0,0.125201465788013,-0.217599538525077,0,0,0,0,0.00281927393669978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405379564710265,0,0.145830477354946,0,0,0,0.308866051392472,0.206032728480277,0,0
0.662020687409819,0.498735401566834,25,0,0,-0.209611260079061,-0.10175791254275,0,0.689437943663526,0.0113850582301313,0,0.507307505095778,0.343293515607321,0,0,0,0,0.124326413220126,-0.0281032815634139,-0.192905255958791,-0.155548237826023,-0.269795951656426,-0.588916318957712,0,0.153861027933737,0.00929120563780334,-0.74330412610867,0,0.568670003469956,0,0,0,0.374457527449852,0,-0.105199896535507,0,0,0.127539687529986,-0.219641388672187,0,0,0,0,0.00432611979336647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413957574264353,0,0.145163314788897,0,0,0,0.30817638132872,0.206152168724906,0,0
0.665071295196075,0.499098583939607,26,0,0,-0.211986393627247,-0.0984263401744606,0,0.685170672760368,0.0217354369377898,-0.00401874286112127,0.50386891538557,0.342644778908125,0,0,0,0,0.126627808504972,-0.032107455399425,-0.204078349647569,-0.165327533929674,-0.270360888331521,-0.581371301025983,0,0.164797536522712,0.0211995916459359,-0.741431074978163,0,0.567793413687388,0,0,0,0.376404726401868,0,-0.115296206799014,0,0,0.130278258125844,-0.22229872334315,0,0,0,0,0.00612940593389776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427248801380067,0,0.144411343306569,0,0,0,0.30683996539536,0.206076276462922,0,0
0.672047115156332,0.499884754375045,27,0,0,-0.217454025083176,-0.0910773566378738,0,0.675927829565118,0.0453092357346299,-0.0137521356253062,0.496104302308219,0.341722356617155,0,0,0,0,0.132208251109114,-0.0407556338009197,-0.232204093666751,-0.18815754660921,-0.272325585893355,-0.56328032628988,0,0.18936529970707,0.0485726244204915,-0.737981417396552,0,0.566304333324178,0,0,0,0.379260030265367,0,-0.14009838572431,0,0,0.137313428264699,-0.228144759261197,0,0,0,0,0.00901923328660967,0,0,0,0.00863222213151958,0,0,0,0,0,0,0,0,0,0.0451128033755842,0,0.142203283283851,0,0,0,0.302875515685707,0.205300516909219,0,0
0.672071380360161,0.499889312796781,28,0,0,-0.217471107619274,-0.0910719963953645,0,0.675911582300624,0.0453487047514585,-0.0137720330955939,0.496097769017093,0.341723819825087,0,0,0,0,0.132218946115443,-0.0407659620880358,-0.232270618866673,-0.188192679335206,-0.272327104813335,-0.563236211109098,0,0.189428869113095,0.0486188294632624,-0.737992878988823,0,0.566308456332481,0,0,0,0.3792741032326,0,-0.140170395789212,0,0,0.13733639255364,-0.228155610563368,0,0,0,0,0.00905025054754081,0,0,0,0.00866190671903227,0,0,0,0,0,0,0,0,-0.000127976042613229,0.0451566844674338,0,0.14221940737409,0,0,0,0.302875598216305,0.20532325467741,0,0
0.68736256344507,0.502399403058852,29,0,0,-0.227131308826757,-0.0868110046867702,0,0.664116339648783,0.0712296919521493,-0.0256245313252442,0.491472566996772,0.342187223891842,0,0,0,0,0.138222742456404,-0.047718036637286,-0.275062855650261,-0.21142579331832,-0.273458652805884,-0.532564987217698,0,0.23071139122491,0.0785087810416545,-0.745566744913298,0,0.567352706061119,0,0,0,0.38630828808005,0,-0.187822999674702,0,0,0.151827372975288,-0.235401215622851,0,0,0,0,0.0296049942581235,0,0,0,0.0273879579692672,0,0,0,0,0,0,0,0,-0.0849509729634917,0.0666723469410094,0,0.151690500658445,0,0.0179277063732259,0,0.301387619503751,0.216930873609771,0,0
