"train_SR","valid_SR","test_SR","portsN","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
0.336307584146181,0.243906863405481,0.333932659211458,5,0,0,0,0,0,0,0,0,0.363007521869702,0.473028953405648,0,0,0,0,0,0,0,0,0,-0.289901040665789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273299817077738,0.1805647483127,0,0
0.385103051220817,0.265525793892883,0.391016887341268,6,0,0,0,0,0,0.0991789705360274,0,0,0.336743897705458,0.476523229038559,0,0,0,0,0,0,0,0,0,-0.43136398639436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282472711340513,0.236445177773803,0,0
0.441646289391811,0.282022747322753,0.420796931491429,7,0,0,0,0,0,0.210787205938003,0,0,0.333384825631368,0.494296669258188,0,0,0,0,0,0,0,0,-0.122358642874082,-0.49740703547745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28974380825745,0.291553169266523,0,0
0.524754598991074,0.307062404057038,0.455706097049054,8,0,0,0,0,0,0.350161929528967,0,0,0.330560728439148,0.492481014553817,0,0,0,0,0,0,0,0,-0.322715567077614,-0.61049839136639,0,0,0,0,0,0.143140368121288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280825673984462,0.336044243816322,0,0
0.533024477975311,0.309105167847331,0.458351966592474,9,0,0,0,0,0,0.364536958772426,0,0,0.330306394112172,0.492576381906003,0,0,0,0,0,0,0,0,-0.345159474571438,-0.62415580891105,0,0,0,0,0,0.155324151252074,0,0,0,0,0,0,0,0,0.0081470582827937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280286748714477,0.338137590442541,0,0
0.561452041300497,0.322276903225949,0.471499070945105,10,0,0,0,0,0,0.406057553738949,0,0,0.33002778142199,0.493296027658573,0,0,0,0,0,0,0,0,-0.379424017016426,-0.630013919571953,0,0,0,-0.0767255344843653,0,0.194482479400647,0,0,0,0,0,0,0,0,0.0318174691925931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279518733934731,0.350963425725262,0,0
0.572883259901604,0.327556544324695,0.475992888989833,11,0,0,-0.0122025871559659,0,0,0.425379243190249,0,0,0.33205453498779,0.494393540475902,0,0,0,0,0,0,0,0,-0.391558839946098,-0.629256430907442,0,0,0,-0.103572124485908,0,0.209350097913928,0,0,0,0,0,0,0,0,0.0414498527055042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27958813130719,0.354374581914852,0,0
0.650907140151846,0.36018299916218,0.5029541552479,12,0,0,-0.0974091590743448,0,0,0.580600309759329,0,0,0.350187448134375,0.501918240741197,0,0,0,0,0,0,0,0,-0.485909758664052,-0.632392756346167,0,0,0,-0.333600675036472,0,0.307677386879982,0,0,0,0,0,0,0,0,0.117934286695307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268061290441714,0.339059749766034,0.0838736367030971,0
0.657179797558996,0.363488738054375,0.504259185818077,13,0,0,-0.106078577801853,0,0,0.594750622823198,0,0,0.351505707312487,0.501983555269651,0,0,0,0,0,0,0,0,-0.495381619612432,-0.634382430103062,0,0,0,-0.356393246746582,0,0.311841844580256,0,0,0,0.0130135588357722,0,0,0,0,0.124727624325291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266773045449224,0.336724707772132,0.0909152078959174,0
0.657855416934042,0.363728507266519,0.504235435387858,14,0,0,-0.106687279288854,0,0,0.596015334377373,0,0,0.351629709291893,0.502055972893455,0,0,0,0,0,0,0,-0.00173974777525903,-0.495814934757837,-0.634292260911397,0,0,0,-0.357821488778837,0,0.312310230305106,0,0,0,0.0140625306287917,0,0,0,0,0.125419108353531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266748784528015,0.33652075317573,0.091593287958289,0
0.6605286792267,0.364479287318448,0.503936995885452,15,0,0,-0.108906154924521,0,0,0.600472504311662,0,0,0.351815083845852,0.502172036760039,0,0,0,0,0,0,0,-0.00854780885401336,-0.497632481341391,-0.633930735870264,0,0,0,-0.363501036069082,0.00313558613216041,0.313450419609524,0,0,0,0.0174220455823641,0,0,0,0,0.12793379496235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266481712856428,0.335357014338399,0.0942780186604917,0
0.690939305873578,0.372446463857186,0.500131639598869,16,0,0,-0.132543745741076,0,0,0.644744395170133,0,0,0.348001760256685,0.499613049020628,0,0,0,0,0.0329603937105565,0,0,-0.0936265370353538,-0.516164244436452,-0.629283887993078,0,0,0,-0.432988339551799,0.0336750490574345,0.324157550374087,0,0,0,0.0542627079252031,0,0,0,0,0.152292442589656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26377555635271,0.323603156375483,0.127520693925183,0
0.69406061055949,0.373194321205775,0.499679090744762,17,0,0,-0.13491574820612,0,0,0.649358704643599,0,0,0.347528426383029,0.499496072955406,0,0,0,0,0.0365776667804755,0,0,-0.103103359253367,-0.51824783044253,-0.628848820352538,0,0,0,-0.441209871963465,0.0367810022091774,0.324467378463118,0,0,0,0.0581748128395082,0,0,0,0,0.154711311840474,0,0,0,0,0,0,0,0,0,0,0.00336346222676483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262800972354234,0.322102916915903,0.13096290260633,0
