"FF3 Alpha","FF5 Alpha","XSF Alpha","FF11 Alpha","FF3 SE","FF5 SE","XSF SE","FF11 SE","FF3 T-Stat","FF5 T-Stat","XSF T-Stat","FF11 T-Stat","FF3 P-val","FF5 P-val","XSF P-val","FF11 P-val"
1.0191689052922,1.03460043184135,1.03235639840891,1.05892879156357,0.102244460782684,0.10572521936351,0.105125297370669,0.11235657912487,9.96796205379188,9.78574873686603,9.82024711681768,9.42471548894978,3.76272950455838e-20,1.49605710585808e-19,1.13809748858411e-19,2.28746776871052e-18
