"train_SR","test_SR","portsN","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
0.331073991205357,0.34886342303819,5,0,0,0,-0.582799142519565,0,0,0,0,0.392788768933468,0.69874936429305,0,0,0,0.094324089530948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396936919762099,0,0,0
0.381778230992262,0.365150677871503,6,0,0,0,-0.620778262772641,0,0,0,-0.241251619874039,0.4890825127872,0.789044312452559,0,0,0,0.19525035126236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388652706144562,0,0,0
0.431611943346686,0.392400290896638,7,0,0,0,-0.65823769029827,0,0.204025625269616,0,-0.510715296017436,0.512445778031068,0.815013059275076,0,0,0,0.268395760560903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369072763179044,0,0,0
0.473055228622947,0.406959253393366,8,0,0,-0.151652794705756,-0.650555005518731,0,0.408232374260864,0,-0.691562388977413,0.547346804795098,0.842782902041419,0,0,0,0.340693656342186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354714451762332,0,0,0
0.480049791364591,0.409383104950682,9,0,0,-0.181110505660333,-0.646353306556324,0,0.447505927074705,0,-0.728552659762095,0.552558669067524,0.845678971917614,0,0,0,0.354319262986135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348513886365653,0.00743975456712076,0,0
0.497212135435338,0.416472686663049,10,0,0,-0.240441796860041,-0.644219964418659,0,0.524528475743321,0,-0.780999771099489,0.557149201609497,0.865596921032937,0,0,0,0.38194814500141,0,0,0,0,0,0,0,0,0,-0.0564008829840857,0,0,0,0,0.350238232688434,0.0426014392866748,0,0
0.500797682408036,0.418430699330346,11,0,0,-0.252599715144039,-0.643377893161789,0,0.541194327653052,0,-0.791010633369023,0.558119967101671,0.870036802850254,0,0,0,0.387405281437358,0,0,0,0,0,-0.00679893013337132,0,0,0,-0.0654331339170198,0,0,0,0,0.350984720586237,0.0514792060966701,0,0
0.520619033232128,0.43200653022215,12,0,0,-0.307907360135661,-0.610972511965543,0,0.62636342301636,0,-0.814860506837573,0.565329213680774,0.892768873668506,0,0,0,0.425133279607679,0,-0.0872486038478234,0,0,0,-0.037015744591035,0,0,0,-0.101321152829029,0,0,0,0,0.35382451074138,0.0959065794919666,0,0
0.53096923465856,0.439253268209597,13,0,0,-0.341354430472649,-0.590942304807731,0,0.676580192835399,0,-0.828100237375308,0.568095945469554,0.902706376704798,0,0,0,0.447762858299755,0,-0.1386276068795,0,0,0,-0.0564197164261839,0,0,0,-0.123348514902739,0.012969655977504,0,0,0,0.352671012905019,0.118006768672082,0,0
0.534530543436517,0.442056029732884,14,0,0,-0.351312327320363,-0.584608201609309,0,0.688600711951818,0,-0.834873490461812,0.567986425505215,0.898317319244772,0.02074421162189,0,0,0.452905666216008,0,-0.15770696672088,0,0,0,-0.0618496706986446,0,0,0,-0.131365229875637,0.0170108575373236,0,0,0,0.350680013527446,0.125470681082173,0,0
