"train_SR","valid_SR","test_SR","portsN","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
0.313977674822618,0.265788005780677,0.302820414830443,5,0,0,0,0,0,0.744735141757922,0,-0.698417552849653,0.403981617497902,0,0,0,0,0.48817493913414,0,0,0,0,0,0,0,0,0,0,0.0615258544596891,0,0,0,0,0,0,0
0.337349308144436,0.283784838634088,0.31853494947901,6,0,0,0,0,0,0.790806491185487,0,-0.811757257126381,0.433518069368317,0,0,0,0,0.52816560470584,0,0,0,0,0,0,0,0,0,-0.037772659721191,0.0970397515879275,0,0,0,0,0,0,0
0.407718913885478,0.330593160045181,0.364109452761519,7,0,0,0,0,0,0.959341903102086,0,-1.16407169782324,0.544194532247363,0,0,0,0,0.660606853774155,0,0,0,0,0,-0.130239050075544,0,0,0,-0.109230219648292,0.239397678423475,0,0,0,0,0,0,0
0.412476741947975,0.334638130593293,0.366712308127235,8,0,0,0,0,0,0.969558532216749,0,-1.19286532997785,0.551741479081977,0.00991453612460637,0,0,0,0.667849865373554,0,0,0,0,0,-0.140477176908997,0,0,0,-0.11528847935635,0.249566573446315,0,0,0,0,0,0,0
0.413106570540249,0.335288124345744,0.367099702486248,9,0,0,0,0,0,0.970733693740911,0,-1.19647104885008,0.552517982993717,0.0111946231440706,0,0,0,0.668567067271267,0,0,0,0,0,-0.141844160737111,0,0,0,-0.116225557360834,0.250700879151969,0,0,0,0.000826520646094943,0,0,0
0.441088804848627,0.358561821732124,0.385052879247182,10,0,0,0,0,0,0.987439048142434,0.123285169415641,-1.38332898640944,0.583595075238182,0.0457134861214141,0,0,0,0.67359205339563,0,0,0,0,0,-0.208038272191652,0,0,0,-0.15294898708197,0.294269499662423,0,0,0,0.0364219137073372,0,0,0
0.463771330827559,0.384492587687385,0.40454377055436,11,0,0,0,0,0,0.978009299917578,0.220194109348822,-1.4120784447452,0.615872611391323,0.0799672292370571,0,0,0,0.696626954897666,0,-0.16040408671361,0,0,0,-0.241557506602276,0,0,0,-0.161787719087777,0.316172566888637,0,0,0,0.0689849854677777,0,0,0
0.467245240952882,0.388120060602349,0.407504947216236,12,0,0,0,0,0,0.975586045250191,0.234549173543948,-1.4191675124293,0.620095652919709,0.0846680508824976,0,0,0.00714859489853336,0.700818984238388,0,-0.187450971726502,0,0,0,-0.247336100494621,0,0,0,-0.162769254317095,0.320010050796447,0,0,0,0.0738472864378079,0,0,0
0.468378794366968,0.38911252492474,0.408198777742203,13,0,0,0,0,0,0.978297926882948,0.236918384923839,-1.42256873201196,0.621125247397439,0.0859825617117609,0,0,0.00806808953189622,0.702667529354414,0,-0.192912726015716,0,0,0,-0.24804856156932,0,-0.00620555002915864,0,-0.161870126285805,0.323416418626605,0,0,0,0.0751295374830597,0,0,0
0.496123404294505,0.417486186108059,0.425834850011284,14,0,0,0,0,0,1.01971677262301,0.287813812959752,-1.49602739601661,0.628176029777452,0.121785227479574,0,0,0.0420962126075204,0.736004552752322,0,-0.310011724747855,0,0,0,-0.267877380103521,0,-0.168503184273813,0,-0.153612995085215,0.381248893311082,0,0,0,0.0972793996163013,0.0819117790999963,0,0
0.518391590864829,0.446394915785802,0.440803684027257,15,0,0,0,-0.0312636830992697,0,1.06025320512101,0.341701791515504,-1.55386784940903,0.633759568145402,0.159877554302834,0,0,0.0802605158721224,0.768769969039543,0,-0.409991290609681,0,0,0,-0.287314944524939,0,-0.318006560023139,0,-0.151213386901506,0.431888144172435,0,0,0,0.115919634999815,0.1592273313989,0,0
0.542423061391955,0.471401798718369,0.453043809219318,16,0,0,0,-0.072156545792808,0,1.11513619273578,0.410041886391677,-1.63294526407397,0.638992872155491,0.207739241487881,0,0,0.122272400331176,0.806306676125486,0,-0.533825967156832,0.0751611372207539,0,0,-0.329690990488315,0,-0.530075516174617,0,-0.155456746613177,0.486607796846369,0,0,0,0.134359710924888,0.257533116080216,0,0
0.559248830238574,0.489157774926539,0.4664098998871,17,0,0,0,-0.0875149069700985,0,1.14536069917597,0.463460708344375,-1.67493964388077,0.640837189645467,0.239475607466902,0,0,0.151248389455499,0.820583259489496,0,-0.660789791139675,0.0992896527137154,0,0,-0.36063648471032,0,-0.681978274863963,0,-0.193115781406235,0.533498389680958,0,0,0,0.150553195976366,0.297738692808608,0,0.11692909821371
0.561277591917502,0.491774026441317,0.467615087290147,18,0,0,0,-0.0897538734580669,0,1.14797191910507,0.468377654046627,-1.67781516336324,0.641869871022029,0.243293916417657,0,0,0.154534160385065,0.82147404451725,0,-0.676715601396325,0.101408423654234,0,0,-0.364988358011076,0,-0.703913659814526,0.0112120052075729,-0.199306202769081,0.537730099042043,0,0,0,0.151832920613751,0.301710800731435,0,0.131077044069574
0.566861977515304,0.500675198440421,0.470736425009711,19,0,0,0,-0.0968161113892533,0,1.15114207172056,0.47622623422732,-1.69296192534143,0.643728263892368,0.241400551832589,0.0398747996082657,0,0.164181426000306,0.822924458653868,0,-0.723741913557612,0.108445354772419,0,0,-0.376340008168769,0,-0.765950409845363,0.0420891185352376,-0.217361858102859,0.549807170117163,0,0,0,0.151442177727125,0.313115205484684,0,0.168795393833386
0.573079618441508,0.515299854718595,0.474423318292121,20,0,0,-0.0371617292476175,-0.0980095729661158,0,1.15730899347091,0.495138117376427,-1.70506087322146,0.648917832596064,0.239047344072519,0.0815905320081734,0,0.183339502391635,0.826535026036639,0,-0.776127371994105,0.11863553730476,0,0,-0.388938332392132,0,-0.831382583865954,0.0752926570932153,-0.238712932851468,0.56270803632056,0,0,0,0.153141339119526,0.324286744793432,0,0.209451733954992
0.575506198677802,0.521401355706333,0.474121695775268,21,-0.0305720929730041,0,-0.0445393565325689,-0.0924958464150809,0,1.15890884169974,0.506576045476678,-1.70359487652343,0.65372215489283,0.242400630391049,0.0943063885343908,0,0.19220680856801,0.827599050804493,0,-0.791744519685254,0.12577681881335,0,0,-0.392098134309652,0,-0.852150584665762,0.0831818500634992,-0.247928165310333,0.565308573087454,0,0,0,0.156055218164284,0.327557240650872,0,0.221523955268433
0.576864182575134,0.524100954849144,0.474103235932665,22,-0.0453243251628232,0,-0.0477763644682041,-0.0905458964427024,0,1.16120765284761,0.512362494890195,-1.70386090380827,0.655343647139556,0.244128362599803,0.100499247656863,0,0.196927283677143,0.828570007149533,0,-0.799788393466855,0.131080842743864,-0.00763359577796013,0,-0.392960928475938,0,-0.861283061458271,0.0878546709338887,-0.251643381727476,0.568286187016335,0,0,0,0.157430738390341,0.329245362928207,0,0.227880352815163
0.584936648438348,0.535575269665435,0.472964342094392,23,-0.125834489753495,0,-0.0624712497063221,-0.0844074942591411,0,1.18529105090329,0.549757180265761,-1.72266190066568,0.671420903593814,0.256994704532354,0.131689790364727,0,0.219384667072885,0.847556998486541,0,-0.849495181113669,0.163201851087153,-0.0421157623589853,0,-0.40285690025334,0,-0.916822032526465,0.117825775779755,-0.26776429155363,0.597391614966307,-0.0488976754759865,0,0,0.168886631107793,0.343655481287501,0,0.270270328218835
0.586755012301643,0.538331841864755,0.472648671257612,24,-0.140278989988119,-0.011376450457381,-0.0648064966739397,-0.083198431802859,0,1.19299916699687,0.56075772695517,-1.72729812794387,0.677189194844257,0.260056351653914,0.138538091053709,0,0.224367011977463,0.853031004157994,0,-0.860774493978336,0.170685689036141,-0.049636011171857,0,-0.40543402931011,0,-0.928465469477529,0.124351226039074,-0.272497586204035,0.604297351293829,-0.0606966270808706,0,0,0.170832514115443,0.347103833437603,0,0.28025355252744
0.5982182734643,0.555105311216936,0.465627682633913,25,-0.239966545652578,-0.0829285465653778,-0.0729109032337949,-0.0840008882386365,0,1.237112025545,0.628188539999822,-1.78070447909929,0.716620461307431,0.280314530104703,0.168188759782451,0.088589216577101,0.25452754532019,0.887751061541431,0,-0.969551473844616,0.21764746736974,-0.0963469156792369,0,-0.419424370339868,0,-1.01478096920824,0.171247535944934,-0.312214036420586,0.650970307212075,-0.124508224500719,0,0,0.179735659840479,0.378682361284825,0,0.33776188095276
