"FF3 Alpha","FF5 Alpha","XSF Alpha","FF11 Alpha","FF3 SE","FF5 SE","XSF SE","FF11 SE","FF3 T-Stat","FF5 T-Stat","XSF T-Stat","FF11 T-Stat","FF3 P-val","FF5 P-val","XSF P-val","FF11 P-val"
0.941004592563567,0.932658308458287,0.945727227094642,0.988786841288387,0.147569714575448,0.153134756309258,0.152510531023055,0.162316519738769,6.37667827216988,6.09044171902274,6.20106179390116,6.09172031829991,7.73259575681615e-10,3.85908206716668e-09,2.08468781866613e-09,3.93181351758328e-09
