"FF3 Alpha","FF5 Alpha","XSF Alpha","FF11 Alpha","FF3 SE","FF5 SE","XSF SE","FF11 SE","FF3 T-Stat","FF5 T-Stat","XSF T-Stat","FF11 T-Stat","FF3 P-val","FF5 P-val","XSF P-val","FF11 P-val"
0.9828213488218,0.997306396121061,1.01096056746797,1.09939233101888,0.123056535652526,0.127490078802438,0.127095071575385,0.135304159684452,7.98674644634064,7.82261965393017,7.95436483049095,8.12534022296742,3.93450466508475e-14,1.17178773677784e-13,4.91739729206074e-14,1.73004822168395e-14
