"X2111.12","X3111.11111","X3211.1121","X1221.1111","X2221.11111","X3231.1121","X3331.12221","X2122.11111","X1222.11111","X3222.11222","X2322.12121","X3123.12112"
0.0545196601393568,0.0934669899387499,0.0757831132418613,0.108424389278255,0.119461751842867,0.0803176564901818,0.0688855280589598,0.13597326850613,0.10978432493346,0.0731319217052284,0.0764343137730174,0.0919126703167103
-0.0278638420015794,-0.0178964583631336,-0.00425722921606132,-0.0104322585180838,-0.0221931486837305,-0.00573062027272497,-0.0175907944396058,-0.0151215661615069,0.0192562733936245,-0.0002668554408591,-0.0111422788796388,-0.00874023133304841
0.0377243583919948,0.00589669103846016,0.0257396314645551,0.0172658521604486,-0.00437751297610367,0.0423591826469506,0.0106241884161248,-0.00858549533973284,0.00178733475784074,0.0405853380068134,0.044357206463894,0.0281304517502834
0.0445086195531099,0.02044248655616,0.0502225875527661,0.0258714033608451,0.0238296186289347,0.0368418848077705,0.0382749811599218,0.0095588567172715,0.0217339529353685,0.0594890564359723,0.0683964665061248,0.0257547678859333
0.0312822172540586,0.0498364305051107,0.0328377911956551,0.051418261711925,0.0621364654530638,-0.00677547097200609,0.0211305737464792,0.037797858554571,0.0405503608560613,0.0468517542571024,0.0775526703652084,0.00164120327484348
-0.0309434374137497,-0.0240079074245669,-0.00949076610301896,-0.0217304882824445,-0.0338108937599362,-0.0353144720659066,-0.0218524753071048,0.00286172034676591,-0.0216937334817393,-0.060224177115904,-0.063304820131535,-0.0346412406660567
-0.0222765945789091,-0.00490581516565754,-0.020549753333722,0.00312968941989361,-0.0165990257134184,-0.0502539693488395,-0.00251524853032125,-0.00626616198591683,0.00245102029000412,0.0323579719506276,-0.0343187874264394,-0.0111436452582651
0.0609504475947391,0.0547272476614849,0.0472514536196236,0.0593332107405772,0.00386233873314755,0.0489467394542737,0.0608922649740894,0.0315373572302622,0.0479321709448295,0.0447431351460923,0.06902092428338,0.0399713672401366
-0.00526062339690192,-0.0266725535900798,-0.0392267027807775,-0.0229350173432103,-0.0269780126205353,-0.0650514188881134,-0.0374787655285758,-0.0376570891698246,-0.0214938860754932,-0.0182008235260797,-0.040109731764163,-0.0196290036560575
0.0606589536398444,0.0075926521175188,0.00633762483505186,0.0312596528254765,0.0218783618111511,0.0317719293115572,0.0251489592725275,0.0183794491658768,0.0148471704204794,0.0433481264383434,0.0344644907145959,0.027873088248094
0.00665756769655998,0.00470696862616343,-0.0188961022109627,-0.00915463883922286,0.0115743259249909,-0.0253899258083371,-0.0194955120205467,0.0125124180994002,0.00264531524863078,-0.0153605876233888,-0.0319429339570823,-0.00409113823683804
0.0497371181954558,-0.00967300951701863,0.0181282911796909,0.00185617309715354,-0.00192673099558288,0.0275878599166146,0.00679483499309586,0.00283087525003862,-0.00387685015063076,0.0395096683786646,0.051362507226655,0.0098671874150941
0.0347412914749374,0.0610819588188763,0.0249678170495808,0.00489262114191003,0.0293801450514591,0.0589162590317096,-0.0117620062372774,0.0136097100575806,-0.027510438291774,0.056206115466617,0.0588762186402969,0.0167159504982854
0.0234355870445056,0.0222419476657104,0.013277929732716,0.0356310726057755,0.0409022592596039,0.0358264300813716,0.0363699077449296,0.0484472705557092,0.0184926719117687,-0.00047957184546086,0.0176439790700644,0.00298329073978577
0.00241528352072877,0.0630607442198445,0.0116882212739125,0.074909536553663,0.0693116961720576,0.0534600285186299,0.0309133661500306,0.0739309107694014,0.0543696366516657,0.0505402971179527,0.0334115557015053,0.0287940996792227
-0.00209725170294179,-0.0128649638662503,-0.00699963399147446,0.00310626959513149,-0.00672669365877766,-0.0209730799078365,0.0141272789555875,-0.00528077781414631,-0.00828832521366569,0.00386919271681647,-0.0388170904600667,-0.00574536730721459
0.0088558221714125,-0.00751510193618592,0.0167512216377818,0.0441690585765021,0.0260973274082596,0.00053022055954552,0.00013818849269759,0.0409184939618041,0.0335549753972614,0.0276930118699921,-0.014137124772661,-0.0205477245929119
0.0175479555964688,0.0068104998015752,0.0105308371754229,0.0134742215515203,0.023095797058636,-0.00480204545591079,0.0353281125179398,0.0134540555832915,0.0112614127760177,0.00634160423868634,-0.0318993093354373,0.0096356316921748
0.0140377571977905,0.0482584200478333,0.0183271141595667,0.0290609083064733,0.0264492382611813,0.0410103685372374,0.066760633499109,0.0257900565655509,0.0257900565655509,0.0443908449456951,0.0320978280047646,0.0387479961113912
-0.0292353452446722,-0.00944402883857381,-0.00080552100656229,0.00045082873545096,0.0193258120530455,-0.0123399068252149,-0.0076208047616777,0.0114830662394934,0.00246919553358,-0.0218885479535341,-0.0126259829238276,0.00207468759229556
0.0297997561234954,0.0570077956381926,0.037642666046525,0.0487180850296593,0.0198939694232461,0.0426274814750354,0.0418654002347628,0.0470294364890577,0.0330271365656838,0.051075801976683,0.0445320295647371,0.025182746864977
-0.0114238323652947,0.029522028797899,0.018804253569521,-0.00343620192251803,0.0222724522634964,0.0224230721258245,0.0186503712141736,0.0235403726512753,0.007485480503336,0.0130123793919336,0.0303146157682788,-0.0130461011343419
-0.0145777249445015,-0.0004759138435018,0.00432273022807063,-0.0140676050371227,-0.019856504295442,0.00368133998235727,0.00021791097731762,-0.0104851202810991,-0.0144188545333714,0.00464212885674295,0.0211436453843862,-0.00210033216891253
