"X3111.11111","X1221.1111","X3231.1121","X2331.1211","X3331.12221"
0.0934669899387499,0.108424389278255,0.0803176564901818,0.0656888146753769,0.0688855280589598
-0.0178964583631336,-0.0104322585180838,-0.00573062027272497,-0.00771164392766034,-0.0175907944396058
0.00589669103846016,0.0172658521604486,0.0423591826469506,0.0325238743344856,0.0106241884161248
0.02044248655616,0.0258714033608451,0.0368418848077705,0.0372173196620065,0.0382749811599218
0.0498364305051107,0.051418261711925,-0.00677547097200609,0.010301817468414,0.0211305737464792
-0.0240079074245669,-0.0217304882824445,-0.0353144720659066,-0.0363594258696013,-0.0218524753071048
-0.00490581516565754,0.00312968941989361,-0.0502539693488395,-0.0443498464711491,-0.00251524853032125
0.0547272476614849,0.0593332107405772,0.0489467394542737,0.0432788889802857,0.0608922649740894
-0.0266725535900798,-0.0229350173432103,-0.0650514188881134,-0.0572686702833578,-0.0374787655285758
0.0075926521175188,0.0312596528254765,0.0317719293115572,0.0292311026689312,0.0251489592725275
0.00470696862616343,-0.00915463883922286,-0.0253899258083371,-0.0282113767014997,-0.0194955120205467
-0.00967300951701863,0.00185617309715354,0.0275878599166146,0.0285559974931942,0.00679483499309586
0.0610819588188763,0.00489262114191003,0.0589162590317096,0.0474125118986009,-0.0117620062372774
0.0222419476657104,0.0356310726057755,0.0358264300813716,0.0289031309748772,0.0363699077449296
0.0630607442198445,0.074909536553663,0.0534600285186299,0.043896911869335,0.0309133661500306
-0.0128649638662503,0.00310626959513149,-0.0209730799078365,-0.0167354511532245,0.0141272789555875
-0.00751510193618592,0.0441690585765021,0.00053022055954552,0.00431208836182961,0.00013818849269759
0.0068104998015752,0.0134742215515203,-0.00480204545591079,-0.00166228677971234,0.0353281125179398
0.0482584200478333,0.0290609083064733,0.0410103685372374,0.0406824618014484,0.066760633499109
-0.00944402883857381,0.00045082873545096,-0.0123399068252149,-0.0128759519358629,-0.0076208047616777
0.0570077956381926,0.0487180850296593,0.0426274814750354,0.0335537476025533,0.0418654002347628
0.029522028797899,-0.00343620192251803,0.0224230721258245,0.0186751629478891,0.0186503712141736
-0.0004759138435018,-0.0140676050371227,0.00368133998235727,0.0160385123301062,0.00021791097731762
-0.0262057034861714,0.0073912253019857,-0.00302092405415812,-0.00622997344995944,-0.0173630808894204
0.0727795824695151,0.0616321545906086,0.0295366721648073,0.0347902358703721,0.0690592005617996
0.0389918128222884,0.0291291440308231,-0.00869433860047256,-0.010816621660961,0.0293270149327006
0.0202577519798498,-0.0082743984820133,-0.027840168906055,-0.03558756771253,-0.00105477772084032
0.0149408718024325,0.046938070376439,0.0120267812328958,0.0179171548872973,0.0126525018955511
-0.00317709595212543,-0.0182255463894737,0.0432204236716176,0.0360034143308827,-0.0035500962550963
-0.0753971306813404,-0.0901819985002141,-0.0637059740275084,-0.0658477061773691,-0.0843076737988344
-0.0004309137519255,0.0324603257203256,-0.00363882863383449,-0.00565953425776974,0.0335532802036995
0.0315300074373541,0.078503468338426,0.0230737484219634,0.0140366985926769,0.0497818463791155
0.0342925251105988,0.0542046444943719,0.052506128264778,0.0442727919742876,0.0296740334032327
0.0635797565385797,0.0650889831128099,0.00097427127205207,0.00148499183734409,0.0732392493213174
0.0564443018750801,0.0335487676885148,-0.0160178858647495,-0.0124938038907347,0.0433317059893671
0.0463849368962623,0.0808043604091215,-0.00421569004975145,-0.0147800250294813,0.0413706287934817
0.0916298485019271,0.0855300460221685,-0.00254147174797672,-0.0108967281071243,0.0389334528649111
0.0869209035251282,0.055440668063773,-0.0228432441218285,-0.0279378447128287,0.0342542154739644
0.0134974847877091,-0.0177164993157089,-0.0336242075503138,-0.0283582192510536,-0.00249446408178762
